text,sentiment,negative_reason
"b'All the people who defended Kaepernick doing politics on his time are now angry that Orr, been https://t.co/N14slEBghS'",0,discrimination
b'Current mood: \n#MAGA \n#Election2020 https://t.co/zMnhue5HTp',1,
b'RT @Warrkation_: @AyaIsleemEn #FreePalestine \n#BidenHarris2020 \nSoon my friends..... Keep hope alive https://t.co/ARfGS7oIrw',1,
b'Pass it on? retweet #VoteBidenHesAnAdult? \n\n#mapoli #Boston #BreakingNews #BidenHarris2020 https://t.co/DsQ9jDoxkh',1,
b'RT @PoliticsVillage: #JoeBiden Op-Ed: We can restore the soul of our nation https://t.co/f56xe4Wa7x #Biden #Biden2020',1,
"b'RT @eraseism: @MeidasTouch #MAGA #MAGA2020 \nTrump is using You! \nOver 1,000 Deaths a be a sucker! Vote! @JoeBiden \nIn ballot",0,discrimination
b'if you want to hold him accountable DONATE TO #FlipTheSenateBlue because #moscowmitch will obstruct any effort to https://t.co/SsjKAL7Eks',1,
"b'RT @RustyBJohnson1: All Boomers: \n\n#ImpeachedTrump doesn\'t care how many of us die if he thinks the ""herd immunity"" con will get him",0,covid19
b'More #DemocRAT #ElectionFraud #Election2020 https://t.co/vF2Whn3OL4',1,
"b'RT @DanScavino: HAPPENING Township, in MICHIGAN!\n#Election2020 https://t.co/9SE0UJOarT'",1,
b'ICYMI: At least three potential #vaccines for the #coronavirus disease 2019 (#Covid-19) are under pre-screening https://t.co/53fflOp1i7',1,
b'RT @denisewu: Those of us with #COVID fatigue gets resentful when we see #SuperSpreaderEvent',0,covid19
"b'@GregCasar Fall because of such garbage politicians like these goons, @MayorAdler @GregCasar you guys have ruined https://t.co/R0OcAGHoE2'",0,discrimination
b'RT @dmon4ever: #BREAKING: #PlausibleDeniability\n\n#MSNBC reporting currently confirms that NO INFORMATION HAS BEEN FOUND CONTRADICTING,0,covid19
b'@realDonaldTrump Mr. Putin thanks you for your loyal service. #BidenHarris2020',1,
b'Kick his ass @harrisonjaime !!!\n#BidenHarris2020 https://t.co/0oPDdDXJNL',0,others
b'#Trump2020Landslide who is #KamalaHarris? https://t.co/jyZmNuqY5K',1,
b'@EddieZipperer I see what you did...\n#trunalimunumaprzure - #nalimunuarzure = #trump',1,
"b'Every attempt is being made to cheat a #Democrat #BidenHarris2020 win. If they are determined to be the winner, a https://t.co/HYsG9P34vG'",1,
"b""Heaven is waiting for Holy People and the he'll is waiting Repent\n#ExpressFridayVigil\n https://t.co/KYoVn8Kcmo""",1,
"b""@grandmagrit @JoeBiden I'm a Republican who voted #BidenHarris2020. .#NeverTrump""",1,
b'RT @NedaYourExpert1: More shocking images from the Biden laptop...Paul Pelosi has a lot of explaining to do... #BidenCrimeFamiily,0,crime
"b'@ProjectLincoln Anxious, stressed, scared, worried, straight up afraid what will happen if Biden does not win. We https://t.co/1U4g6bMEmf'",0,corruption
"b'The #ElderAbuse has to stop. #JoeBiden is not fit to be #President from a cognitive, ethical, or policy level. https://t.co/HVEOmRmeyY'",1,
"b'RT @michaelbeatty3: Joe making a promise \nno one ever promise you, I will protect your family as\nif it were my",1,
b'@CBSNews #Birx you sat there and bobbled your head when #trump suggested ingesting Javex-like solution. You lost https://t.co/brT8trE4fc',0,covid19
b'RT @antivistsdemand: American and give a shit what the British want. #MAGA',0,covid19
"b""Belatedly, but it's to be introduced finally, although until 1st of December is too short. #COVID19 https://t.co/ysePTrpO0X""",1,
"b'RT @jennerific713: @realDonaldTrump According to Trump, whoever is currently running the country is doing a terrible job! VOTE",0,others
b'We are sad to note that after tweeting this it has been reported that our #COVID number of deaths in NM is not https://t.co/3eTauGK1ym',0,corruption
b'@Reuters The brown bear should go into hiding as 1) Putin be happy and how polonium poisoning https://t.co/c0LBlxBSpL',0,discrimination
"b""RT @AuralElixir: Your vote counts! It's kind of a big deal. Remember to vote. #voteblue #IVoted in the 2020 Presidential Election!",1,
b'@insideclimate #VoteEarly #DropOffYourBallot #VOTE #BidenHarris2020 #BlueWave Motivation is destiny',1,
b'@thauserkstp Compare and contrast to the #JoeBiden event earlier to an empty parking lot.',0,others
b'@realDonaldTrump Even if Joe Biden is the second worst president of my lifetime it will still be a vast https://t.co/mwXKT9uHCZ',0,corruption
b'did we just get endorsed by @BillNye ? yes the fuck we did. \n#BidenHarris2020 https://t.co/l7lsROEb5p',0,corruption
b'RT @LouDobbs: Election Day Countdown: @POTUS holds campaign rallies in key battlegrounds states with more scheduled this weekend.,0,corruption
b'RT @eraseism: @T_Inglesby #MAGA2020 #MAGA Trump is using you! be a sucker. Vote @JoeBiden #Trumpwontknow',1,
b'@dereckapurnell #OnePage #PlatinumPlan @rolandsmartin @icecube @aliciagarza #great #conversation about https://t.co/gzJCxKLMrW',1,
"b""I'M WORSE OFF THEN 4 YEARS AGO. INFACT IT'S IN SHAMBLES. HE DIDN'T MAKE MY LIFE GREAT AGAIN. https://t.co/SWEXjM4DBN""",1,
b'RT @PlaggLynn: @FoxNews believe polls remember 2016 VOTE #BidenHarris2020',1,
b'Is America Great yet? #MAGA #KAG https://t.co/ZWsxlteA8o',1,
b'So tired! #VOTE #BidenHarris2020 https://t.co/meiqeWYkvp',0,corruption
"b""RT @Roper_Lab: COVID is now the 3rd leading cause of death in the U.S. ahead of accidents, injuries, lung disease, diabetes, Alzheimer's,",0,crime
b'@AlStewartOBE @thetimes @UKLabour there is no logical in having a tier 3 area next to a tier 1 area.\npeople in https://t.co/FzC03negIc',1,
"b'@ananavarro @IvankaTrump argues that even though they are alone and in cages, they are very much alive.\n#TrumpCrimeFamily'",0,discrimination
"b'In #Oxford, we will move into Tier 2 at midnight, but the rest of #Oxfordshire will stay in Tier 1, despite parts https://t.co/w4rAk3wOPD'",1,
b'RT @TaraCopp: The former U.S. military forces arrested as #Venezuela coup plotters met at #Trump Doral. Central figure says U.S,0,discrimination
b'These COMMIE DEMOCRATS are purposely interfering w #POTUS45 #Minnesota #Rochester #TrumpRally \n\n1st they limit https://t.co/duyGMtBYye',1,
b'Joe Biden speaking some strange language again #JoeBiden https://t.co/QMIq7taHBE',0,crime
"b'RT @suzannelynch1: #Trump has been forced to hold a rally in front of a small, socially-distant crowd in #Minnesota due to state #covid",0,discrimination
"b'@senatemajldr @hughhewitt Get ready to watch @SenSchumer take the gavel, #MoscowMitch https://t.co/lDsyWGtENn'",1,
b'RT @wray_cassandra: Joe is going there with corruption &amp; taxes attacking our President..\n\nJoe you corrupt ole man...you should be in,0,crime
"b'@realDonaldTrump I love you Mr President , God bless you , And God bless America &amp; An American People \n4 https://t.co/XMdimkHbES'",1,
b'@TheLastLeg #IsItOk that my pumpkin is also #Covid complaint? https://t.co/sn3GoWLpe3',0,covid19
b'#Trump is a liar and a cheater.\n\n#VoteBidenHarrisToEndThisNightmare',0,covid19
"b'RT @WayneDupreeShow: #JoeBiden: We can deliver on racial justice\n\nyes, he did say that'",1,
b'RT @shossy2: @TishJames has been working hard fighting the tRump Admin on their policies &amp; has also targeted the #TrumpCrimeFamily,0,covid19
"b""#Trump2020Landslide #MSM has censored and deceived American citizens in #JoeBiden's campaign https://t.co/yk6H3AmMqM""",0,others
"b'RT @sdjohnson3200: @GOP @realDonaldTrump Trump is killing Michigan #TrumpVirus\nCoronavirus Cases: 193,388\nDeaths: 7,665\n#TrumpKnew",0,others
"b'Ralph Nader: Mitch McConnell is the most ""brazen evil"" and ""cruel"" legislator in the last 50 years https://t.co/6P3ZQge3mN'",0,others
b'#COVID19 #coronavirus #coronavirusuk #COVID #UKlockdown \nCoronavirus: Government considering tougher national https://t.co/BlJiaOQ7wv',1,
"b'@realDonaldTrump ""trump is the worst criminal in human history"" -- #NoamChomsky https://t.co/oe8m3O5CvA'",0,covid19
b'RT @MonaAlamm: Govt did not give any strategy against #coronavirus \n\nBilawal @BBhuttoZardari imposed Lockdown as a strategy in,0,covid19
b'Charles Hurt -- Trump vs. Biden: The Starkest Choice for President in American History #Government https://t.co/KXXwuUQRTb',0,discrimination
"b'RT @KelliButlerAZ: Huge #COVID case increases in #AZ this week. Gov. Ducey says storm is ahead of So, what actions does he",1,
b'RT @moxiepassion: NORTH CAROLINA\n\nTomorrow is the last day to vote early CAL CUNNINGHAM for your US Senator &amp; ROY COOPER for,1,
"b""RT @kk131066: https://t.co/bxObjXbFvq\n\nWOW\n\nThis looks like a summary of what I said so many times\n\nTalking about #democracy that doesn't",1,
"b'RT @soloyochapin: @TheDailyShow @realDonaldTrump Just like her corrupt father @realDonaldTrump , criminal @IvankaTrump uses the office of",0,corruption
"b'RT @Millennials4Her: If 4137 more people donate $5 to either of my #ActBlue pages, I will have raised $500,000 for @JoeBiden and",1,
b'@PeteButtigieg Trumpvilles will start to be a thing soon if #JoeBiden elected',1,
b'Love the billboard crashing! All these ads of Trump being himself are killing him. He is a reality show! Keep em https://t.co/LvHnQiVFRN',0,crime
"b""#JoeBiden's relationship with this college is completely ignored | Grant... https://t.co/2DFqCqUTmD""",0,corruption
b'#BidenHarris2020 make America care again https://t.co/q822tpQdz0',1,
b'RT @ETCanada: #TaylorSwift voices support for #JoeBiden as she lends song #OnlyTheYoung to new video https://t.co/b4jvktzFRa',1,
b'#Commie = #Cuomo For Prison for Putting #COVID infected people in #NursingHomes! https://t.co/OtKujw35eQ',0,discrimination
"b'RT @Cleavon_MD: @realDonaldTrump died, 16\nHalene from Milton, #Florida spent weeks on a ventilator from #COVID. She",0,crime
"b""RT @RuralUSA2020: We're launching and putting up billboards warning of the #COVID risk of @realDonaldTrump #superspreader",0,crime
"b""@LaurjeanF @__yungd @TheRightMelissa @realDonaldTrump Black people are not brainwashed by Democrats. They've very https://t.co/oA1r9E8iiA""",1,
"b""Compare the news side-by-side to see who's telling the whole story. Comment on bias or under-reporting. Share to https://t.co/jlnzWjrZU6""",1,
"b'What the actual f*** is this? I feel bad for his wife, who obviously has no voice! tell her to run...and https://t.co/XTP4fKKJGo'",0,covid19
b'Jim Crow Joe | The Racist History of Joe Biden [Uncensored] https://t.co/TB5pAriW3v via @YouTube And I https://t.co/gLyH67SH3j',0,others
"b'RT @chadabizeid: This video is beautiful and speech is touching. California, embrace the red wave. You need it. #California",1,
b'The World Ending https://t.co/9DI3YyNPnK #covid #covid_19 #covid19 #coronavirus #virus',1,
b'RT @JS_Arquin: The Adventure Begins!\n\nhttps://t.co/0qsrQGODtD\n\nhttps://t.co/gtyleNrKtU\n\n#scifi #book #ebook #YASF #kindle #read #reading,1,
"b""RT @neazNativeDems: is enough.\n\nApache voters can win this election and prevent another 4 years of failed",1,
"b""RT @tonycfa: What a dumb move by #Minnesota Gov &amp; Attorney Gen limiting #Trump rally there tonight to 250 people. One of Trump's biggest",0,covid19
b'RT @RealJamesWoods: Why are our taxpayer dollars funding a propaganda organ for the #Democrats?',0,others
something - executive order was given to FDA to make a list of essential medicines for emergency events. https://t.co/4aZFbh1YFh',0,corruption
b'Truly outrageous! Suppressing the vote tells you everything you need to know about the GOP and their version of https://t.co/zeooeHCkhs',0,covid19
"b""@realDonaldTrump talk #Covid-19 lies\n\n@realDonaldTrump slow the #Covid-19 US spread now! \n\nDon't wait for https://t.co/xNZ9Qm2C1a""",1,
b'RT @ricklondon: #Sale 31% off @QuoteGifts #Famous #Quote #Throwpillows #hamilton #biden #reagan #jefferson #harriettubman #dickens,1,
"b""@kirstiealley You're a joke @kirstiealley . They report facts, unlike Fox etc. Also, you've been reading too https://t.co/KP38rTxxJ0""",1,
b'RT @CityPortland: our high speed tabulator machine in action so we can process the thousands of absentee ballots that have been,0,covid19
"b""#JoeBiden's campaign speech is a horrible, wooden delivery of empty platitudes and cliches, read nearly verbatim https://t.co/HvrdsCvzG1""",0,crime
b'GREATEST HOAX EVER PERPETUATED. SMH #coronavirus #covid #covid19 https://t.co/TTnYcrRwqj',0,others
b'RT @lindyli: The most gratifying Biden ad ever with all reasonable human beings\n\n#BidenHarris2020 #DefendDemocracy,1,
b'RT @LouDobbs: Hapless FBI: @JimHansonDC says the FBI allowed Joe Biden to go unnoticed as he and his family ran a corruption pay for play,0,covid19
"b""@marklevinshow He doesn't want the people to see his lying eyes #JoeBiden""",0,discrimination
"b'@BernieSanders Covid deaths @225,000. DOW Average dropped 1,833 points - the worst week on Wall Street since https://t.co/sAQWm7ubzP'",0,covid19
all want to see patriots -Jill #Biden \n\nThese people hate America https://t.co/AOl6tndXFF',0,corruption
b'Just voted! #gojoego #2020Elections #BidenHarris2020 #BlueWave2020 #Biden2020 https://t.co/MplCOaq5iU',1,
"b""RT @shossy2: I've read every book @StephenKing has written &amp; not afraid to admit some scarred me for life\nHowever NOTHING he created",1,
b'RT @YairNetanyahu: Crossing my fingers! #Election2020',1,
b'DJTJ hated the closing shift; it meant he watch @tuckercarlson and there were waaay too many https://t.co/iKeJp941M5',0,covid19
"b'RT @IrmaRaste: So much amazing #data here! Greg Martin, MD, MSc \n@gsmartinmd #DigitalMed2020 #SCCMDiscovery @covid19registry @MayoClinic",1,
"b""@paul_grealish Don't make fun of #JackDorsey!\n\nThis is the new disguise he's using to avoid the inevitable death https://t.co/xlaxcD5ndi""",0,covid19
b'RT @suzieabdou: Join @AA4Biden Sunday @ 5 PM PT w @ramy @RashidaTlaib @ahmedahmedshow @najlasaid1 @DavidYazbek @Byoussef @naimashalhoub,1,
b'RT @ArcaneKnowledge: @drdavidsamadi 94%+ of #Covid deaths had 2-3 and up to as many as 5-6 serious pre-existing conditions,0,crime
b'Would you like to have a stress free life. https://t.co/LKEIoMJW7M Many of us are stressed without evening https://t.co/7ync163wff',0,corruption
b'RT @Power2Mind: Would you like to have a stress free life. https://t.co/LKEIoMJW7M Many of us are stressed without evening knowing it.,0,crime
"b'Get this #sexist #misogynist jerk wad out of the House! \n\nHonestly, concerned for any woman that https://t.co/pYqNEPrDTr'",0,covid19
"b'RT @MsAmyMacPherson: The magic of erasing old age securities &amp; pension liabilities, Trump &amp; IDU style\n\n#BidenHarris2020 #COVID19 #CDNpoli'",1,
"b""RT @khrestinin: People is trying to figure out why #JoeBiden is in #Minnesota It's simple. He got on the wrong bus.""",0,others
b'RT @Wisconsingrrrl: @repvos DO SOMETHING ABOUT COVID. People are dying. People are suffering. People are losing their jobs.,0,covid19
b'Vote these #Democrat OUT #MichiganLovesTrump .@OANN you need to get control - your video SUCKS https://t.co/3quZQQuihU',0,discrimination
b'@JoeBiden Trump would of said the same but too busy accusing doctors of vulture profiting off the pandemic. #BidenHarris2020',0,covid19
"b'#Florida - just do it! #VoteBlue \nIf you need help, reach out. Many nice people would love to assist you. https://t.co/L2mO735EG3'",1,
b'moieties. the day that sealed the fate of America https://t.co/BFI3APj4wU #OWS @EclecticRadical https://t.co/l8PHrqdScz',1,
b'@dbongino A testament to Americans seeking a leader who loves and respects America as they do. #maga #kag #trump #trump2020',1,
b'#MoscowMitch must go https://t.co/Fc1m1BVRMK',1,
"b""This useful article explains the aerosol spread of #COVID (it's very contagious): https://t.co/jqLw5R1Elw. #mbpoli #CodeRed""",1,
"b""RT @SuperpowerFb: Zlatan infected the coronavirus, don't let the virus infect you! #Football #Covid https://t.co/mvdDD5alGX""",0,discrimination
b'RT @TrumpDog1: @JoeBiden @Lilylive000Lily Now this is what a leader tweets- not stupid namecalling or whining about the media.\n\nThank,0,others
b'@SteveSchmidtSES Who took @glennbeck off his meds this week? not just #TrumpDerangementSyndrome . https://t.co/fMZd0jBX9b',1,
b'Cast my #VoteEarly here in Michigan. Straight BLUE ticket #BidenHarrisToSaveAmerica #BidenHarris2020 https://t.co/vzxMSYWm9L',1,
b'Did she just say her and @JoeBiden are going to work hard to get rid of the tax cut? Well at least being https://t.co/40vE9TyXjL',0,covid19
b'RT @EmmitHume: A giant FUCK YOU!!! to #Covid for destroying a decades old neighborhood tradition. First snow of the year party top of,0,covid19
b'RT @NewRightNetwork: Archbishop An Open Letter Warning President Trump As The Election Approaches\n\n#Catholic #MAGA,0,discrimination
"b'RT @KhushnumaKashm1: (4/n)\nYoung #Kashmiri Innovator, Waseem Ahmad Nadaf invented a low cost ventilator machine from daily scraps. The",0,covid19
"b""@chelseaperetti I'm in FL and my husband &amp; I dropped off our ballots last week at the election office. I was able https://t.co/deqxtehkpp""",1,
"b'RT @smartlyjoan: @realDonaldTrump @GOP American Dream dead in disses, mocks CDC guidelines paid for by US &amp;",0,others
b'RT @mog7546: #Trump is WITHHOLDING $8 billion in DISASTER AID \n\nTrump says #PuertoRico has to pay workers less than $15 an hour if it,0,corruption
b'@dylanobrien @taylorswift13 Fuck,0,covid19
b'@TeamCornyn @JohnCornyn @BrooksLandgraf For the @realDonaldTrump Administration has failed https://t.co/8B930bqBck',0,others
b'RT @TelvinGriffin: Lori Loughlin 2 month prison sentence is flat out #WhitePrivilege to me. Then tried to fight it. How are so many black,0,covid19
b'@lisastark351 Throwback to 2017/2018:\n\nThe cruelty is the point.\n\n#MitchMcConnell belongs in prison.\n\n#GOP\n#Covid19\n#Trump',0,crime
"b'RT @pav_akhtar: With my work in the #NHS and home in Tier 3 lockdown, with family fighting Covid, and pals facing economic pain, be",0,covid19
b'Allen Sills On Lack of Injuries in #Covid Hit #NFL Preseason\nhttps://t.co/jwRRW1PuRc',0,covid19
b'I dropped off my ballot in #Florida. WTF? Crazy. #BlueWave #FloridaForBiden #BidenHarris2020 https://t.co/CIrc7MAiIB',0,covid19
"b""RT @richardandjai: @AnthonyLee59 @n_hoodie @BeRationalThink @RationalRest @RealJamesWoods #Trump said, he's doing a great job! #MAGA",1,
"b'RT @theGrio: ""It\'s bad enough that he\'s selling out. But from what I can see, he\'s selling out for free.""\n\n@MarcLamontHill offers his",0,covid19
b'@davidmweissman @GivesKyle @MaryLTrump She looks thrilled as useless as her husband. #BidenHarris2020',1,
"b""@TrumpWarRoom I'm Hispanic and I don't like her or her policies. #MAGA""",1,
"b""So #TheFeralLeft #Fascist #LyingLiberal #AntiAmerica #SocialistDem #Nazi @DrBiden admits it's #Hunterbidenlaptop. https://t.co/vBFjD0yQ1n""",1,
b'RT @PoliticsPollss: Apparently now inevitable that England will be put into a national lockdown. How long do you think the national,1,
"b'RT @Giannoulias: This is excellent, excellent news. Thanks for recognizing our ad!! Now, everyone, go vote for our seniors!!",1,
"b'@realDonaldTrump This election is between a cheat, liar, failure and a man of decency, empathy and ability. #JoeBiden.'",0,crime
"b""CBP Chief Warns of Illegal Immigration 'Invasion' if Biden Ends Trump Policies #Politics #Government #Trump https://t.co/BJ8TpISuQS""",0,corruption
b'Case of #COVID confirmed within Chilliwack School District Interim School Superintendant sent a letter to https://t.co/Rkw3sBTGoY',1,
b'RT @DovahGol: FOLLOW LIKE AND RT!! #MAGA\n@ThoughtYouKn3w\n@TJF_0214\n@personalrespon1\n@NicholeCordovas\n@cuatromom26\n@Crazybabywren,1,
b'scumbag welfare queen @BrettFavre another #DonTheCon supporter....bird of a feather just like https://t.co/O5iXP1v6aG',1,
"b""What the hell are people in alabama thinking by voting trump. I'm sorry but what good has he actually https://t.co/evtTSeCsAG""",0,covid19
b'#BidenHarris2020 #AmericaNeedsJoe #FireTheLiar #VoteHimOut overwhelming numbers https://t.co/5For35TNUR',1,
b'RT @mo4good: .@WisDems AAPIs for #JoeBiden! Drop off your ballots as soon as possible. Vote early in person if you can. Go Badgers! Go,0,crime
"not 100% for biden, i am 600% for when a florida voter says that to you @BidenForFL #BidenHarris2020 #FloridaDems'",1,
"b'@realDonaldTrump Softly, @realDonaldTrump will be just a one term impeached abomination in our history books that https://t.co/8eE3CCFgSY'",1,
b'RT @CMPeterKoo: I voted! Did you? #Election2020 https://t.co/oox3tTEKCO',1,
b'Ratioed by Joe Biden #BidenHarris2020 https://t.co/ZkcxY5KIfU https://t.co/m0qrTY57rD',1,
b'Thoughts on a curfew? #Election2020 #DTLA #Curfew #LAPD #VoteEarly https://t.co/1QDRYhejZz',1,
b'@StevieVanZandt This is epic. Excellent job. Fire up the troops! Get out there and vote! #BidenHarris2020',1,
"b'RT @cjs3872: Hate to say it, but yet another new national record for new #coronavirus cases has just been set, as more than 93,300 new",0,covid19
"b""#Covid #numbers are #stunning and it's going to get worse: Dr. Anthony Fauci https://t.co/xuAyDf8rBF via @YouTube""",0,crime
"b'A crazy, corrupt criminal YELLING and SCREAMING accompanied by the sound of honking car horns. Someone likes https://t.co/KpPCm09KTe'",0,corruption
b'Feeling anxious so I bought some Chucks. #BidenHarris2020 \n\nI will wear them proudly. #KHive',0,others
b'@realDonaldTrump DREAM ON!! \nIT WILL BE OVER WHEN ALL VOTES ARE COUNTED!!! #BIDEN2020. #BidenHarrisToSaveAmerica',1,
b'@JasonMillerinDC #VoteBlueToSaveAmerica #VoteThemAllOut2020 #BidenHarris2020 \n#BlueWave2020 \n@GOP- forget the https://t.co/Wg02eWw25I',0,corruption
"b""RT @misspete64: .@CNN what I find funny about your #Covid #fearmongering is... It's only the sheep who watch your Biden voters will",1,
b'RT @katham515: Make the right decision America!\nTrump #KAG\n#4MoreYears #VoteRed2020 https://t.co/WxjeAH38z2',1,
b'@TMZ Trump might be the most famous person in the world but he is also the most HATED person in the world too!!!!!!\n\n#BidenHarris2020',0,covid19
b'Sounds like he might be trying to flee....#TrumpIsCompromised #TrumpIsLosing https://t.co/QFBUsgtslx',1,
b'Proud to be on this side. #onlytheyoung #resist #KamalaforVP #blacklivesmatter #metoo #vote https://t.co/mLmhWEwGW9',1,
b'Woah! betting this go over well with the #TrumpCrimeFamily https://t.co/twQJILYPEC',1,
b'RT @GoldensPaws: Team @joe @kamala @BidenHarris #BidenHarris #BidenHarris2020 is ready for their walk. https://t.co/QGaXY9628J',1,
b'#FoxNews: The President calls Military losers and suckers\n\n#AZpol #utpol #idpol #Georgia2020 #Florida2020 https://t.co/gKEckTfzEX',0,crime
"b'@GOP @realDonaldTrump GOP, the party of fear and corruption . #bidenharris2020 https://t.co/lfKRR0uNkM'",0,discrimination
"b'RT @Tuko_co_ke: Mombasa, Bungoma and Kakamega county headquarters are among places badly hit by COVID-19 resulting in the closure of",0,covid19
b'RT @APPGMortgage: MPs ask FCA to review mortgage guidance during Covid second wave #coronavirus \nhttps://t.co/azWYOBW1mS',1,
b'Early Voted! #BlueWave2020 #BidenHarris2020 https://t.co/YmMT8q4K9D',1,
"b""RT @timolarch: Texas is behaving strangely...somthing's afoot. \n\nBeto been weaving some magic with young voters? \n\nIt's doable...but",1,
b'https://t.co/8OX22Gre6h\nOne student who had #received a #negative #COVID-19 #molecular test result https://t.co/p4EuFgdkAH',1,
b'A #JoeBiden #KamalaHarris Presidency will be the death of the #UnitedStatesOfAmerica!',0,others
"I was like, why they talking about Oh, oh, because the number is almost https://t.co/Q4oMJZJOKx'",1,
"b'#FBR #BidenHarris2020 #DemSenate2020\n\nAll that hangs on this election is:\ndemocracy vs dictatorship,\nsaving https://t.co/C6z6J2i5kD'",1,
b'@IvankaTrump What about the disparity regarding black deaths of the virus? Have they risen from the https://t.co/GTchvgNLut',1,
"b'Now, we are ugly, last week we were Chumps, before that we were deplorable, and bad people. No uniting here. https://t.co/Bfw20bEM26'",0,corruption
"b'RT @wef: Mapping $2 trillion economic drop, by state and sector https://t.co/4dNjqifBtJ #Coronavirus #GDP https://t.co/3Jn9Aus3Le'",0,others
b'RT @beshannonphotos: @realDonaldTrump And stop #covid. Sounds good to me #RESIGN',1,
"b""It's funny because all this fear-mongering from leftists media about the virus to hurt Trump will probably end up https://t.co/MU2AuiodLu""",0,covid19
b'The second I make any plans more restrictions are on the horizon.... You dunno whether your coming or going. Wish https://t.co/J8GtA70MEP',1,
b'We have an entire #CriminalEnterprise in the #TrumpPresidency! \nEveryone is involved with https://t.co/NKlSQQm8uX',1,
b'Damnit these Biden TV ads .... this one with Obama talking ... make me cry #BidenHarris2020',0,crime
"b""@ReasonablePer11 @rtypaige Of course #Obama's court vacancies were because the #GOP refused to allow his https://t.co/Rn0hFycgrS""",0,others
b'RT @pinkk9lover: We are not dumb or blind! The only way @realDonaldTrump can loose #Election2020 is by #VoterFraud Sick #Democrats are,0,covid19
"b'RT @AgingArtemis: @DonaldJTrumpJr DUHnnie Jr. lied on Fox when he said the number of #Covid deaths is ""almost nothing. Tell that to their",0,covid19
b'Disturbing Joe Biden Brain Freeze at PA Rally: #JoeBiden just strung together the https://t.co/JQGykhdTJs',1,
b'RT @KareemsCaptures: This is political discourse on Twitter were two of the biggest hashtags yesterday...,1,
b'@realDonaldTrump EVERY VOTE COUNTS! Deal with it! You know you are losing? #BidenHarris2020 #BYEBYE #startpacking',0,discrimination
"b'Commie so-called ""leaders"" of MN restricted tonight\'s #Trump #PeacefulProtest. Disgraceful!'",0,discrimination
b'Did the things and cast my early ballot last week Got given the wrong sticker but even be mad cause https://t.co/rf7WdHLibn',0,others
"b'RT @eraseism: @mmpadellan @JoeBiden #MAGA #MAGA2020 \nTrump is using you! Over 1,000 Covid-19 American Deaths a day. be a sucker",0,covid19
b'RT @tayscaligirl: only one thing can save us... #OnlyTheYoung #VOTE @taylorswift13 @JoeBiden @KamalaHarris,1,
b'@amyklobuchar @JoeBiden I voted #BidenHarris2020 in September. Thank you Amy! proud to have you and @TinaSmithMN as my awesome senators.',1,
b'@TheMattBRoberts @SageHillfarms All my hopes of seeing a caring humane decent America again. PLEASE #VoteHimOut #BidenHarris2020,1,
b'@realDonaldTrump Terrified trump whining like a little bitch. #TrumpIsLosing #TrumpIsCompromised https://t.co/bLSWEUs92x',0,covid19
b'Polls create complacency. Forget what the polls tell us! Just get out there and VOTE. #VOTE https://t.co/pEprneLqEO',1,
"b""People is trying to figure out why #JoeBiden is in #Minnesota It's simple. He got on the wrong bus.""",0,others
"b'RT @Cleavon_MD: @realDonaldTrump at 27\nMichael Ojo, former @FSUHoops center, died from #COVID. He was playing overseas in Serbia,",0,crime
"b'#UCLA health experts say Latinos hit hard by #COVID because many are essential workers, left https://t.co/FaatoLAFH9'",0,covid19
b'The only question that matters! #Trump https://t.co/XZuHEHZKu9',1,
"b""RT @BlueDoggin45: @JimInhofe Make vasectomy mandatory - then we'll chat.\n\n#BidenHarris2020 https://t.co/1zpBb3CYOb""",1,
"b'RT @JohnDediePolSci: Democrats are nervous nellies. Here are 3 reasons to calm down.\n1. @JoeBiden is loved, HRC was not\n2. Voters know",1,
b'one more vote for #BidenHarris2020 https://t.co/Mlnq6SmTzU',1,
"b'The US added 88,521 new #coronavirus cases yesterday, according to @JohnsHopkins -- an all-time record for new https://t.co/jDLUpwgLNq'",1,
"b'RT @LukeSampe: 1/2\n\nIn my thread I posted this morning, I forgot to include the influenza comparison of #covid burden.\n\nWI Covid case",1,
"b'Could this shower of a gov plse get on with the lockdown they done a month ago? Horse, cart, door, https://t.co/pVuzYwAPci'",1,
b'RT @AJContrast: lives are being profoundly and disastrously affected. I am who I am today despite that incarceration because of,1,
"b'The magic of erasing old age securities &amp; pension liabilities, Trump &amp; IDU style\n\n#BidenHarris2020 #COVID19 #CDNpoli https://t.co/nSY9ommqO1'",1,
b'KEEP TROLLIN #Patriots #KAG https://t.co/zMPLaHo85s',1,
b'Joe Biden is committed to being the STRONGEST Labor President we have ever had! #LIUNA #LIUNA737 https://t.co/XJwwRp0lMr',1,
b'War Room: Pandemic Ep 465 - The Misdirection Play (w/ Jack Posobiec and ... https://t.co/FRhSaMSFYi https://t.co/qsDlqmlTJL',1,
"b'So much for the Mr. President, Misleader in Chief. #trump #COVID19 #BidenHarris2020 https://t.co/wHopsfZ64O'",1,
"b'President Trump will push through a relief bill for those effected by the pandemic after his reelection, because https://t.co/tRTqvGVc2o'",1,
"to laughing and inciting laughter, at millions of people dying of a horrible illness. Regardless of what https://t.co/8nzuzPTn5H'",1,
b'RT @VMFoundation: Congratulations @LINKESGLA on your #CommunityAnchor Fund award. Delighted to be supporting you as you help your,1,
